属性,平均贡献率(%)
卫占比,34.376098810337744
弱占比,28.181794307215956
河网密,19.76158827627194
年均降,9.781600300189485
暴雨天,4.880022478776509
坡度,1.5702662264515423
土壤渗,0.8891875144883972
行洪能,0.32647353779480737
GDP1占比,0.1529827997218208
村庄分,0.07998574875179162
