属性,平均贡献率(%)
河网密,28.205976257694086
行洪能,13.484099418599788
年均降,12.488246574416165
土壤渗,11.56724351469491
dem,11.565869952178149
弱占比,8.196144320756618
委占比,5.554918177965441
坡度,3.5389031323351348
村庄分,1.0964858070079624
暴雨天,0.8882338233386253
耕地占,0.884404678874683
公安,0.8692066065615723
医院,0.8464575801526701
卫占比,0.8138101554241778
