属性,平均贡献率(%)
河网密,46.34245417712713
土壤渗,17.316182240545405
年均降,16.02042339425283
坡度,8.231070716319435
村庄分,3.2933187121769967
暴雨天,3.0082883539522767
行洪能,2.091730968918696
耕地占,1.9171773093742097
公安,1.0930977004443625
dem,0.5917214880254051
人口密,0.08982760260017575
医院,0.004707336263077611
