grid_id,risk_value,top_feat_1,top_feat_2,top_feat_3,top_contrib_1,top_contrib_2,top_contrib_3
5,0.616197103804,河网密,年均降,村庄分,0.10475373974411083,0.015991494018003934,0.012570302890345872
6,0.585094865976,河网密,年均降,暴雨天,0.03330320110792075,0.018613045056861923,0.007212842774557227
11,0.68204471198,河网密,年均降,土壤渗,0.044858343862273095,0.030602258149910667,0.025024585075134474
12,0.636751921216,河网密,村庄分,暴雨天,0.05715628933772715,0.021815760569209496,0.0085413779371803
29,0.809967733119,河网密,暴雨天,年均降,0.22396931141327533,0.017450044802807204,0.006765070274162551
32,0.58904761273,河网密,年均降,土壤渗,0.06909106739121376,0.03912434903611611,0.03725834821058613
34,0.530402297323,河网密,土壤渗,暴雨天,0.07320063797579382,0.024619295683632622,0.011727857161775409
35,0.467526623533,河网密,年均降,土壤渗,0.08684411135384255,0.018813550542811926,0.010695519217618648
37,0.550512528617,河网密,土壤渗,年均降,0.07591735124262204,0.029773111626953185,0.022159950554970973
42,0.578593664918,河网密,土壤渗,年均降,0.07396465988931156,0.05234152864588485,0.04478444539673394
44,0.646843011222,河网密,土壤渗,年均降,0.07518235237967229,0.008467238700126879,0.007128588035780544
47,0.862915646931,河网密,村庄分,耕地占,0.3124561048234419,0.01462322885654104,0.01240740050758016
50,0.515574488758,河网密,年均降,土壤渗,0.07244975789726531,0.013619264918407618,0.01233679032833134
56,0.496244800485,河网密,暴雨天,土壤渗,0.07677520355457178,0.01739753719589262,0.01605431557121188
57,0.618184408373,暴雨天,河网密,年均降,0.034189669042453165,0.01330567262484841,0.00942355731238129
61,0.598504484685,河网密,暴雨天,土壤渗,0.06916978467627823,0.011496369833331582,0.00879820082850561
63,0.698082331291,河网密,暴雨天,年均降,0.15361302910115734,0.014106695604035848,0.008272003857884248
65,0.450094977686,河网密,年均降,土壤渗,0.08583360615878924,0.058749678816406165,0.012671529053030347
66,0.485719407372,河网密,暴雨天,土壤渗,0.08151199872794543,0.02205134154674875,0.0171041507413837
72,0.445221159823,河网密,暴雨天,土壤渗,0.09030408222016383,0.023299232203039495,0.02053620213891719
80,0.799212730128,河网密,年均降,土壤渗,0.17004156370870843,0.02866457574640308,0.021401510469077432
84,0.525794578485,河网密,暴雨天,土壤渗,0.07713993736502986,0.018939412019739522,0.013800502219122735
86,0.756157746492,河网密,暴雨天,土壤渗,0.1608020773322395,0.02053921187620355,0.005084663503923028
90,0.511522998002,河网密,暴雨天,土壤渗,0.07880186779902691,0.018034351166050074,0.015024321115017288
96,0.462727840425,河网密,坡度,土壤渗,0.08436849622128954,0.02084636888299344,0.009041764925779879
98,0.786496514624,河网密,年均降,土壤渗,0.16853619288882077,0.02672189711981162,0.018574527529663192
99,0.487616123493,河网密,村庄分,土壤渗,0.08091377880057349,0.013679984130365853,0.012242097108770068
100,0.638067517768,河网密,土壤渗,村庄分,0.07140646284288306,0.00782063821481648,0.007117144713011642
103,0.494965780126,河网密,土壤渗,暴雨天,0.08079852491685723,0.024270055432603407,0.014471121983892424
104,0.511660485228,河网密,土壤渗,暴雨天,0.07502189183210638,0.02519784029082839,0.01227629708357621
109,0.442393604882,河网密,暴雨天,土壤渗,0.08841101501213368,0.02338215975631316,0.02009450422942808
112,0.520505085218,暴雨天,河网密,土壤渗,0.01269863195886272,0.01220229254242663,0.008356743943646508
116,0.516173452139,河网密,耕地占,公安,0.01849551506958129,0.013003792308118987,0.009318481589034821
120,0.805439844604,河网密,年均降,土壤渗,0.16818371824929784,0.030556562712093432,0.020476184738521846
121,0.564607201036,河网密,公安,暴雨天,0.0494129747490474,0.013288959522882436,0.012043450585606493
122,0.385929507165,河网密,暴雨天,土壤渗,0.09648278098482714,0.028064249819169215,0.02670343609846488
125,0.582312600179,土壤渗,年均降,村庄分,0.02215894679526594,0.009950545106894138,0.005898555853285904
