属性,平均贡献率(%)
河网密,66.48212540582044
土壤渗,12.375331412032846
年均降,8.76956670225725
暴雨天,7.231798527211057
村庄分,2.567228494726735
坡度,1.6189249765772855
耕地占,0.5988232287314675
行洪能,0.27589956070579397
公安,0.05216670068307449
dem,0.02061774637724959
医院,0.006204045913881863
人口密,0.0013131989629120429
