属性,平均贡献率(%)
河网密,57.360944224676125
土壤渗,22.18218066587067
年均降,12.458904096531976
暴雨天,3.5974528484095227
坡度,1.8504963466366455
公安,1.0871563744612611
耕地占,0.7645102780947727
dem,0.5213392661696435
行洪能,0.09556859612713157
村庄分,0.08144730302225664
