属性,平均贡献率(%)
河网密,32.440812604665595
行洪能,28.40680635893365
土壤渗,19.303547552614955
dem,11.667461923750459
公安,1.9985244273346507
坡度,1.8838106899725846
耕地占,1.3247349249442493
暴雨天,1.1728341610257873
人口密,0.6875087091649701
医院,0.47317734775329706
卫占比,0.2402255237826252
委占比,0.15244108248733
村庄分,0.14566285774327015
弱占比,0.10245183582656596
