grid_id,risk_value,top_feat_1,top_feat_2,top_feat_3,top_contrib_1,top_contrib_2,top_contrib_3
9,0.418477693796,河网密,土壤渗,年均降,0.06124080948139741,0.05587592454051643,0.035153449443086425
10,0.0,坡度,年均降,土壤渗,0.6034140814792133,0.03191548555276189,0.012768347672625774
19,0.733663162909,河网密,土壤渗,年均降,0.09967145845826776,0.019897008019093977,0.016187060685774905
24,0.461902875792,河网密,土壤渗,年均降,0.056993239965447966,0.05314703268093629,0.03280435944165921
31,0.645471398003,河网密,土壤渗,坡度,0.03490923830290957,0.017729929194678376,0.007992769923336807
36,0.51828759022,河网密,土壤渗,村庄分,0.05236089380654084,0.04245678087835356,0.02647032009843557
38,0.68725753865,河网密,土壤渗,村庄分,0.10042759617127509,0.017281260102359343,0.010733256629686822
40,0.692001293513,河网密,土壤渗,坡度,0.10264275435119634,0.017620692040614973,0.009029518661644262
48,0.778971739814,年均降,河网密,土壤渗,0.06847714399420882,0.05173344609556906,0.024307798655704364
51,0.484431500277,河网密,土壤渗,年均降,0.051690081633739844,0.0477023761307328,0.02035395090114285
53,0.438781930642,土壤渗,河网密,年均降,0.061245019380252695,0.045670676796099034,0.03459864364952618
54,0.428906465119,河网密,土壤渗,年均降,0.05959302022314109,0.05452180016146866,0.033166179676458886
93,0.452950903773,河网密,坡度,年均降,0.06247735909919527,0.03554317561061185,0.012821864328428067
123,0.696627743973,河网密,土壤渗,坡度,0.09410867898796013,0.018554749309716796,0.012626056752787164
132,0.714585284225,年均降,土壤渗,河网密,0.06257326937094328,0.02957769843234156,0.019547932670154124
133,0.606104568016,土壤渗,村庄分,坡度,0.017018622961938276,0.010542863476149245,0.008710629666553804
142,0.468838057735,河网密,土壤渗,年均降,0.056532846384148044,0.050288281081607454,0.030776895459361145
165,0.674141107184,土壤渗,坡度,村庄分,0.03296118669383454,0.012147864648591373,0.011848598982918117
168,0.498235914087,河网密,年均降,土壤渗,0.06327080713406849,0.017075941049095877,0.016143708684084105
172,0.487958303168,土壤渗,年均降,河网密,0.06675419827294131,0.026201748418548828,0.020081422484180763
174,0.546678464767,河网密,土壤渗,坡度,0.061547858377947906,0.016787333295965497,0.012642914132227732
175,0.689078932459,年均降,土壤渗,坡度,0.0271014306520452,0.023905248052436257,0.011394707979523301
178,0.576016819838,河网密,土壤渗,年均降,0.06032321156901074,0.021090807735849697,0.018206232171126234
182,0.418668195605,河网密,土壤渗,年均降,0.05898844325909453,0.055156058943500806,0.03492169005850593
189,0.0,坡度,河网密,土壤渗,0.19633149425630067,0.08492496179778561,0.05473065130873627
195,0.570440396297,河网密,土壤渗,暴雨天,0.051710405290235205,0.018290697024152532,0.01182492744834774
196,0.548064808708,河网密,土壤渗,村庄分,0.059418831784829804,0.017867315914268784,0.009870226255771518
205,0.720601290464,河网密,土壤渗,暴雨天,0.10521226244535317,0.020765653536249224,0.013855341258104288
209,0.0,坡度,河网密,土壤渗,0.44911112830231115,0.035654037285829866,0.029625133090140903
217,0.495423622614,土壤渗,河网密,年均降,0.0777853741996307,0.04811835785890025,0.01944208228014206
221,0.468349236841,土壤渗,河网密,村庄分,0.13917837895159252,0.028070926132401478,0.006742290125391217
225,0.580465066531,河网密,土壤渗,村庄分,0.05702191988612509,0.02014656305324817,0.013282155979635325
226,0.642804195566,河网密,土壤渗,坡度,0.03681264023272195,0.015143441195074525,0.008424679166914514
230,0.58445947357,河网密,土壤渗,年均降,0.05328132929344773,0.020469935992130914,0.01825425662499563
251,0.649369766397,年均降,河网密,土壤渗,0.06449568867063861,0.03772347444732489,0.02585032862214853
252,0.512815208967,河网密,土壤渗,年均降,0.06490143294984055,0.016186895337366555,0.014005155186465898
264,0.475785045362,土壤渗,年均降,河网密,0.06179003761469525,0.0320177437450968,0.030704736413119084
269,0.590910469944,河网密,土壤渗,公安,0.036647348777356474,0.022046838422770974,0.009268736841180942
282,0.5561069457,河网密,土壤渗,暴雨天,0.05863282102431979,0.021388756474790972,0.01841413470379462
283,0.523819861333,土壤渗,年均降,河网密,0.05761833138894016,0.028077483140386765,0.014996643230674175
290,0.55194120614,河网密,土壤渗,年均降,0.06371174566481623,0.016554985518815703,0.01336240740695605
292,0.524810635354,河网密,土壤渗,耕地占,0.0311962853744687,0.019071134032299427,0.012519434580511978
312,0.65644544363,土壤渗,坡度,年均降,0.031457362505197685,0.011611118798593788,0.010214639181048469
319,0.728032928525,河网密,土壤渗,坡度,0.07697527330916708,0.019451742674958777,0.012776235663753762
326,0.505466916344,河网密,年均降,土壤渗,0.06806655970685575,0.035605296928207665,0.01764395115472472
328,0.539671960941,河网密,年均降,行洪能,0.03339596381693938,0.030891996122491643,0.013708207529578562
339,0.548866829104,河网密,土壤渗,村庄分,0.06075480443022391,0.01770749149356256,0.008837397919042186
341,0.72768883912,河网密,土壤渗,村庄分,0.09478356380092598,0.02722108966510216,0.012974038702473415
342,0.587973680871,土壤渗,河网密,坡度,0.08823013467873858,0.08822685658934193,0.010532277613278292
346,0.545136922237,河网密,土壤渗,年均降,0.022832543826541526,0.01744851427479805,0.014320665067647393
355,0.677683971145,河网密,年均降,土壤渗,0.09419639407530044,0.016713667196589375,0.015637012576375908
361,0.536216401857,土壤渗,年均降,坡度,0.05995368864283559,0.018747402588138912,0.009981894178813478
371,0.576237738625,河网密,土壤渗,年均降,0.06384231062794782,0.060903510388957464,0.02165295959737586
376,0.52493049192,河网密,土壤渗,暴雨天,0.06476111549166783,0.016595972775954412,0.013498681694566996
382,0.59958898233,河网密,土壤渗,年均降,0.025613563666953894,0.023831837575616983,0.017044172388121233
385,0.627072434534,河网密,土壤渗,年均降,0.0544265995696059,0.013100878190537447,0.01025398540449698
392,0.709419328812,河网密,土壤渗,坡度,0.10185726135763555,0.017914586938369847,0.00917489616207944
394,0.527183907373,土壤渗,河网密,村庄分,0.019284946549837034,0.01734532497218183,0.016404350860551708
410,0.619599284096,河网密,土壤渗,年均降,0.03874182299011619,0.016131272603806993,0.014633284772966337
424,0.0,坡度,dem,河网密,0.48619416158410406,0.03491194747977023,0.026888427463639668
426,0.43026094974,土壤渗,河网密,年均降,0.05602960471740818,0.05561128457171223,0.03481526283962911
430,0.592086725491,年均降,河网密,土壤渗,0.055421338152615296,0.05317017155039444,0.02218470152859843
438,0.619012877468,土壤渗,村庄分,河网密,0.03860565994920648,0.03738873451454313,0.02565639346612268
443,0.455898312005,河网密,土壤渗,年均降,0.05547406403111092,0.05310457357694247,0.029741126739388963
464,0.58299084369,河网密,土壤渗,年均降,0.05019524900521698,0.01929435867223313,0.017111399920546954
470,0.659215806304,年均降,河网密,土壤渗,0.07024913181666863,0.031576475287927536,0.027137067064359165
493,0.552489743991,河网密,土壤渗,暴雨天,0.06233953992070785,0.019947125229387914,0.019103192190782554
517,0.458688173104,河网密,土壤渗,年均降,0.05402551339382091,0.05013732046949101,0.024100343866060078
527,0.658670176159,年均降,河网密,土壤渗,0.06755447648039038,0.05190972681929756,0.02692984282052449
530,0.573251593211,土壤渗,村庄分,坡度,0.04863655932371173,0.02705475741759546,0.010524073528228367
548,0.693635367165,河网密,土壤渗,耕地占,0.0982706351422516,0.018349616863941882,0.01466781076130497
