属性,平均贡献率(%)
河网密,46.33103946200345
土壤渗,23.811850766141422
年均降,12.523402259302879
坡度,10.23794400990209
村庄分,3.0583809218417857
暴雨天,1.6883557131580578
耕地占,0.7850304853153122
行洪能,0.7839139939475289
公安,0.6232679367365972
dem,0.1568144516508648
