属性,平均贡献率(%)
河网密,54.47188802382843
dem,26.887387275708267
土壤渗,4.954055788764509
年均降,4.880392582594149
坡度,4.188562468033738
委占比,2.0400960758579867
暴雨天,1.6574472292297402
行洪能,0.48221612098203814
村庄分,0.32212459607132954
耕地占,0.053099746347209396
人口密,0.04381425579293912
公安,0.01891583678965329
