属性,平均贡献率(%)
卫占比,35.511849341912175
弱占比,28.389983419600494
河网密,17.766292908209664
年均降,10.675346989511885
暴雨天,5.062818238370932
土壤渗,1.2976003617928105
坡度,1.013572944697193
GDP1占比,0.16005832126974065
村庄分,0.0829419146777658
行洪能,0.03393101531514224
耕地占,0.005604544642191457
