属性,平均贡献率(%)
河网密,58.31792743815301
年均降,13.81349112071123
暴雨天,12.926507414132177
土壤渗,9.038355621417715
村庄分,2.693879979013195
坡度,1.354190535087575
行洪能,0.992118285508479
耕地占,0.8055078932702784
公安,0.023332613624619906
委占比,0.01709190369064321
医院,0.011888162428003668
dem,0.00570903296307528
